-,-,-
0.54,-0.12,0.82
0.64,-0.10,0.50
-0.26,-0.54,0.12
-0.16,0.01,-0.10
-0.19,-0.06,0.40
0.18,1.09,3.21
0.91,0.67,0.34
2.87,-0.58,-0.00
-0.26,-0.49,1.77
-0.42,1.01,2.02
-0.40,0.47,2.27
-0.30,0.14,2.44
-0.22,0.25,1.92
-0.18,-0.08,0.22
2.31,-0.29,-0.29
2.00,-0.11,0.40
-0.30,-0.30,-0.86
-0.78,-0.26,2.40
0.05,-0.10,0.29
0.06,0.20,0.60
1.01,0.07,-0.11
1.87,0.48,1.19
-0.98,0.23,1.05
0.89,-1.40,1.78
-0.12,-0.42,0.14
-0.18,0.00,0.10
0.40,-0.30,-0.12
2.51,-0.46,0.27
-1.12,-0.10,1.52
0.07,-1.07,0.91
0.32,-0.13,2.85
0.10,-0.46,0.71
0.02,-0.12,0.29
1.39,0.24,-0.21
1.48,0.25,0.08
-0.67,-0.17,-0.23
-0.25,0.32,0.45
-0.07,-1.10,2.16
-0.44,0.69,2.74
1.91,-0.32,1.25
1.88,-0.02,1.42
0.61,-0.07,-0.99
0.09,0.18,0.51
-0.20,0.39,0.22
0.02,0.17,0.09
0.31,-0.54,0.66
0.14,-0.12,3.91
-0.32,0.74,1.34
3.41,-0.77,0.03
3.38,-0.06,0.24
1.42,0.24,0.07
-0.15,1.30,0.06
-0.10,0.38,0.75
0.13,-0.19,3.42
-0.29,-0.33,0.88
0.23,0.24,0.14
0.58,-0.43,0.54
1.93,-1.99,0.58
1.88,0.05,0.26
1.45,-0.28,0.34
-2.43,-2.03,0.99
-0.86,-3.43,-0.69
1.36,-1.78,0.06
1.51,0.20,-0.07
2.11,0.74,1.26
-1.15,-0.29,-0.41
0.43,1.37,0.25
-1.12,1.50,-0.09
-0.04,0.41,-0.20
-0.49,0.14,0.45
0.71,-0.18,0.01
-0.31,1.31,3.82
-1.31,-0.11,2.53
-0.36,-2.23,2.22
-1.10,0.51,1.86
-0.17,-1.25,0.10
-0.17,-1.64,0.12
0.01,-0.95,0.02
-1.66,-0.87,-0.50
-0.86,-0.12,-0.24
-1.00,-0.13,-0.02
-0.72,-0.05,-0.35
-0.28,0.16,-0.88
-0.04,-0.20,0.75
-0.51,0.34,-0.47
-0.89,-0.04,-0.91
-0.52,-0.09,-0.68
-1.09,-0.42,-0.41
-2.60,-1.07,-3.31
-2.71,2.73,-2.34
0.72,4.00,1.59
1.11,2.27,-0.37
0.16,0.52,-1.27
-0.55,-0.32,-1.58
-0.77,0.22,-2.22
-0.51,-0.64,-1.19
0.10,0.17,-0.35
0.27,0.46,1.59
-0.06,-0.04,1.31
1.92,-1.17,-1.28
1.32,0.45,1.15
1.00,-0.14,0.11
-0.33,-0.10,-0.00
0.44,0.02,-0.08
-0.79,-1.19,1.59
-0.57,-0.22,3.87
-0.10,0.02,1.89
0.48,-1.19,0.11
1.42,-1.50,0.19
1.31,-1.46,-0.53
1.35,-0.09,-0.38
-0.24,0.67,-0.21
-0.04,-0.35,0.02
-0.04,-0.15,-0.02
0.05,-0.24,0.10
-,-,-
-0.16,-0.16,2.25
0.55,-0.14,2.19
0.27,-0.16,-0.19
0.47,-0.08,0.14
0.27,-0.12,0.20
0.89,0.38,0.73
-0.19,-0.62,1.33
-0.25,-0.32,3.04
0.78,-0.15,0.62
0.26,-0.13,0.03
0.46,-0.10,0.14
1.11,-0.29,0.42
0.29,-0.21,0.18
0.32,0.44,2.83
-0.23,0.07,2.20
0.34,-0.11,0.22
0.12,-0.02,0.66
1.64,0.05,1.22
-0.03,0.06,0.52
